"DATE","unemploy_rate_la","avg_price_electr_kwh_La","avg_price_gasolone_la","civilian_labor_force_la_pch","unemployed_num_pch","new_private_housing_structure_issue_la","home_price_index_la","allemployee_nonfarm_la_pch","allemployee_constr_la_pch","allemployee_manu_la_pch","allemployee_finan_la_pch","allemployee_leisure_la_pch","govn_social_insu_pch","compen_employee_wage_pch","real_disp_inc_per_capital_pch","bbk_real_gdp","pers_consum_expen_pch","pers_saving_rate_us","pers_current_tax_chg","govn_social_ben_toperson_pch","federal_fund_eff_rate_us","X30_year_fixed_mortgage_us"
"1990/2/1",5.6,0.108,0.988,0.2,-4.3,4648.972274,0.4,0.1,-1.2,0,-0.1,-0.4,0,1.2,0.1,6.181450855,-0.1,8.6,8.1,-0.2,8.237142857,3.0571
"1990/3/1",5.4,0.108,1.014,0.1,-3.8,3628.442708,0.2,-0.1,-1.1,-0.4,-0.7,-0.1,1,0.7,-0.1,2.919556176,0.7,8.3,5.2,0.7,8.276774194,0.69135
"1990/4/1",5.5,0.108,1.03,-0.4,1,3833.475627,-0.1,-0.2,-3.7,-0.4,-0.2,-0.6,0,0.9,0.5,-0.563437942,0.4,8.8,4.2,0.6,8.255,0.99338
"1990/5/1",5.4,0.107,1.08,0.4,-0.9,3466.321337,-1.1,-0.2,-1.3,-0.4,-0.8,-0.1,0.3,-0.3,-0.2,0.750792426,0.2,8.7,0.6,-0.5,8.176451613,1.03664
"1990/6/1",5.4,0.108,1.103,0,-0.5,3496.68365,-0.3,-0.3,-0.9,-0.7,-0.3,0.3,1.3,0.8,0,1.177107306,0.8,8.6,3.9,1.2,8.288666667,-2.99213
"1990/7/1",6.2,0.108,1.133,0.5,15.2,2795.643172,-0.9,-0.4,-1.2,0.1,0.7,0.5,0.7,0.7,0.2,0.696738116,0.5,8.7,2.4,-0.7,8.152580645,-1.26919
"1990/8/1",6.2,0.108,1.282,-0.4,0.2,2466.206952,-0.6,-0.4,-1.8,-0.9,0.1,-0.3,-0.1,-0.4,-0.8,0.021633426,0.7,8.1,-0.3,-0.3,8.134193548,0.64773
"1990/9/1",6.3,0.108,1.346,-1.4,0.4,2356.650224,-0.9,-0.4,-0.4,-0.8,0.2,0,0.8,0.7,-0.2,-2.826068654,0.6,8.1,3.3,2,8.195,0.74257
"1990/10/1",6.2,0.109,1.416,-0.1,-2.3,2173.004342,-0.6,-0.1,-1.5,-0.4,-0.3,0.1,-0.3,-0.8,-0.9,-4.275016102,0,7.8,-1.8,-1,8.112580645,0.02457
"1990/11/1",6.5,0.11,1.421,-0.5,3.7,2266.649862,-1.2,-0.2,-1.2,-0.5,-0.5,0.2,0.3,0,-0.1,-5.798298287,0,7.9,-0.5,0.4,7.806666667,-1.60648
"1990/12/1",6.5,0.11,1.407,0,0.6,1482.930833,-0.9,-0.2,-1,-0.6,-0.2,-0.4,0.9,0.8,0.5,-2.865178971,-0.3,8.8,0.5,1.5,7.312903226,-3.41023
"1991/1/1",7.3,0.118,1.26,-1,11,1862.257807,-1.3,-0.3,-1.4,-1.6,-1.1,0.2,-0.1,-0.9,-0.4,-1.250091324,-0.5,9.3,-18.7,4,6.906451613,-0.36185
"1991/2/1",7.6,0.118,1.108,0.9,5.2,1928.765897,-1.1,-0.5,-1.7,-0.8,-0.2,-0.6,0.2,-0.2,0,-1.191145607,0.7,8.8,-2.4,0.4,6.2525,-2.8275
"1991/3/1",7.6,0.118,1.012,-0.1,-0.6,2105.556915,-1.3,-0.4,-2.6,-0.8,0,-0.2,0.4,0.1,0.1,0.778506625,1.2,8,0.2,0.9,6.11516129,1.44154
"1991/4/1",7.4,0.118,1.066,-0.3,-3,1812.583453,0.2,0,-0.4,-0.2,-0.8,1.4,0.5,0.3,0.3,5.23206292,-0.2,8.6,2.8,-0.2,5.912333333,-0.07895
"1991/5/1",7.9,0.117,1.17,-0.2,6.5,2619.017532,0.2,-0.4,0,-0.6,-0.2,-0.2,0.5,0.4,-0.1,4.596994516,0.7,8.4,2.3,0.7,5.782903226,-0.21596
"1991/6/1",8.2,0.117,1.173,1,4.8,2003.49921,0.6,-0.3,-1.1,-0.5,-0.3,-0.2,1.1,1.2,0.4,2.696776918,0.2,8.9,4.4,-0.4,5.899666667,1.50971
"1991/7/1",8.6,0.117,1.126,0.9,6.2,1872.6514,0.2,-0.2,-0.1,-0.7,0.6,-0.1,-0.2,-0.6,-0.3,1.638336382,0.6,8.2,-1.8,0,5.820967742,-0.41602
"1991/8/1",8.4,0.117,1.143,-0.4,-2.6,1891.513757,-0.1,-0.3,-0.5,-0.4,-0.2,0,0.5,0.5,0.1,0.791575864,0.1,8.6,0.9,0.9,5.661290323,-3.45692
"1991/9/1",8.4,0.117,1.177,-0.1,0.1,1736.071315,-0.4,-0.2,-1.6,-0.4,-0.6,-0.2,0.8,0.9,0.2,1.64347867,0.4,8.8,5.5,-0.2,5.447,-2.55842
"1991/10/1",8.2,0.118,1.164,0.4,-1.9,1874.04694,-0.5,-0.2,-0.2,-0.3,-1.2,0.1,-0.2,-0.4,0,0.521095246,-0.2,9.3,1.3,-0.2,5.209677419,-1.69303
"1991/11/1",8.3,0.119,1.157,-0.4,0.5,1521.87835,-0.3,-0.2,0.2,-0.4,0,0.3,0.5,0.5,0.1,1.861522074,0.7,9,2.9,0.3,4.811333333,-1.61491
"1991/12/1",8.4,0.119,1.169,-0.3,0.5,1515.743806,-0.4,-0.3,-2.6,-0.9,-0.9,-0.6,1,1.1,0.8,3.181902416,0.4,9.7,3.7,1.3,4.434193548,-2.46212
"1992/1/1",9.4,0.118,1.172,-0.3,11.9,1728.667665,-0.3,-1.3,-2.4,-1,-2.2,-1.6,1,0.1,0.9,5.452660475,1.6,9.4,-19.1,3.1,4.034193548,-0.77081
"1992/2/1",9.5,0.121,1.199,0.2,1.4,1877.391119,-0.4,-0.2,-3.9,-0.2,-1,0,1.2,1.4,0.4,6.179892669,0.4,9.8,6.3,0.1,4.057586207,3.91959
"1992/3/1",9.3,0.12,1.215,-0.4,-2.8,1547.465323,-0.7,-0.1,1.3,-0.4,0.3,-0.4,0.3,0.3,0,5.874787726,0.4,9.7,5.1,0.6,3.983225806,1.96862
"1992/4/1",8.9,0.119,1.242,0.1,-3.8,1709.129084,-0.7,-0.2,-0.5,-0.6,-0.4,0.5,0.2,0.2,0.2,3.861274487,0.4,9.9,7.4,0.4,3.734666667,-0.92334
"1992/5/1",9.5,0.119,1.314,-0.1,6.3,1050.244015,-0.8,-0.3,-0.8,-0.6,0.5,-0.7,0.6,0.7,0.4,2.798789889,0.7,9.9,6.5,0.6,3.823225806,-2.03897
"1992/6/1",10.2,0.12,1.374,0.9,8.5,1604.515126,-1.1,-0.4,-1.5,-0.5,-0.1,-0.4,0.3,0.4,0.3,3.733768798,0.4,10.1,3.1,-0.3,3.762666667,-1.86808
"1992/7/1",10.6,0.12,1.393,0.7,5.1,1721.169598,-0.9,-0.2,-1.4,-0.4,-1.1,2,0.1,0.1,-0.2,4.763781402,0.7,9.6,0.9,0.5,3.253548387,-4.48884
"1992/8/1",10.4,0.12,1.385,-0.2,-2.4,1253.815686,-0.9,-0.2,-0.9,-0.7,-1,-0.2,0.6,0.7,0.2,2.903260924,0.4,9.7,4.6,-0.2,3.303225806,-1.88238
"1992/9/1",10.4,0.12,1.381,-0.9,-1.2,1451.927058,-0.7,-0.2,-0.9,-0.5,0,-0.1,-0.5,-0.7,-0.6,5.036001943,0.8,8.7,2.5,0.1,3.219666667,-0.65831
"1992/10/1",9.9,0.121,1.383,-0.4,-5.2,1483.51345,-1.1,-0.2,-0.6,-1.4,1.1,-0.5,-0.9,-1.3,-0.8,5.534824706,0.7,8,6.4,0.7,3.099032258,2.08899
"1992/11/1",10.1,0.121,1.414,-0.1,2.2,1207.695997,-1,-0.1,-1.1,-0.4,-0.3,0,0.6,0.8,0,3.502659136,0.4,8,5.7,-0.9,3.087666667,2.68299
"1992/12/1",9.9,0.121,1.4,-0.5,-2.4,1472.621121,-1,-0.3,-1.5,-0.7,-0.5,-0.2,-1.2,8.2,3.5,0.775850133,0.8,10.6,28.1,1,2.919677419,-1.19205
"1993/1/1",10.7,0.12,1.394,-0.9,6.6,2410.30156,-0.9,0.2,-2.2,0.5,0.2,-0.5,4.6,-6.2,-2.3,-0.550216477,0.1,8.6,-45.3,4,3.024193548,-2.60175
"1993/2/1",10.6,0.12,1.395,0.7,0,914.1908951,-0.6,-0.3,0.9,-1.2,0,0.1,0.7,1.2,0.4,0.331061816,0.3,8.9,3,-0.6,3.027142857,-3.87864
"1993/3/1",10.2,0.12,1.383,-0.4,-4.5,1394.636302,-1.6,-0.5,-0.5,-1,-0.6,-0.2,-0.4,-0.5,-0.4,1.928684992,-0.1,8.9,2.2,0.4,3.074193548,-2.44061
"1993/4/1",9.8,0.121,1.349,-0.5,-3.8,1122.421861,-0.9,-0.3,-0.4,-0.4,0,0.1,0,1.8,0.4,3.201688317,0.9,8.7,17.9,0.7,2.957666667,-0.30687
"1993/5/1",9.8,0.122,1.336,0,-0.8,1019.072248,-0.9,-0.2,-0.6,-0.5,-0.8,0.1,0.4,0.4,-0.2,2.892740664,0.7,8.3,7.9,-0.4,2.996129032,-0.09368
"1993/6/1",10.1,0.121,1.332,0.2,3.5,1103.340682,-0.6,0,-0.5,-0.5,-0.1,0.6,-0.4,-0.6,-0.3,1.323578142,0.4,7.8,2.5,0,3.038,-0.6363
"1993/7/1",10.4,0.121,1.3,0.9,4.1,1072.484311,-1.2,-0.1,-0.4,-0.4,-1.1,-0.5,0.7,0.8,0.1,0.594472843,0.7,7.6,6.8,0.6,3.055483871,-2.85137
"1993/8/1",9.9,0.121,1.27,-0.6,-4.8,1389.41922,-1.5,0.1,0,-0.3,0.2,0,0.7,0.8,0,2.301173069,0.3,7.7,6.1,-0.2,3.032258065,-1.29753
"1993/9/1",9.8,0.121,1.274,-1.1,-2.1,1096.026673,-0.5,-0.2,-0.3,-0.4,0.1,0.1,-0.3,-0.6,-0.4,5.208171947,0.7,6.9,1.6,0.4,3.086333333,-2.7768
"1993/10/1",9.9,0.12,1.305,-0.5,-0.2,833.8966714,-0.9,-0.3,-0.6,-0.5,0.1,0.3,-0.3,-0.6,-0.6,7.017337907,0.5,6.3,2.7,0.1,2.992580645,-1.17137
"1993/11/1",9.5,0.119,1.281,-0.6,-4,1079.664726,0,-0.3,-0.2,-0.4,0,-0.1,0.3,0.2,0.2,5.419719315,0.5,6.3,2,-0.1,3.018,4.6971
"1993/12/1",9.2,0.119,1.233,0.1,-3.6,1227.426778,-0.8,0.3,0.1,-0.2,0.9,0.6,2.7,7.4,3.3,4.027565318,0.4,9.1,26.9,1.4,2.95516129,0.2376
"1994/1/1",10.4,0.12,1.204,0.1,13.7,1232.306745,-0.2,0.1,2.6,-0.1,0.6,-0.9,0.8,-4.7,-2,2.657733827,0.3,7.1,-18.8,1.3,3.050645161,-1.56163
"1994/2/1",10.1,0.122,1.201,0.4,-3.1,1195.981441,0.3,0.1,2.1,-0.4,0.6,0.4,0.3,0.1,0.1,3.306455097,1,6.5,-2.4,0.5,3.245,1.3102
"1994/3/1",9.8,0.122,1.215,-0.4,-2.9,1427.313273,-0.1,0.1,1.5,-0.2,0.1,0.2,0.7,0.7,0.2,6.674951718,0.3,6.8,0.5,0.6,3.335806452,7.30514
"1994/4/1",9.5,0.122,1.236,-0.3,-3.2,1304.673488,-0.3,0,-0.7,0,-1.3,0,0.5,1.8,-0.1,6.093246993,0.5,6.4,55.1,0.5,3.555,8.35179
"1994/5/1",9.1,0.122,1.251,0.1,-4.7,1286.599867,-0.5,-0.1,-0.9,0,-0.6,0,0.5,0.4,1.1,5.390978873,0,7.6,-46.6,0,4.010967742,3.38504
"1994/6/1",9.4,0.122,1.284,0,3.6,4100.766511,-0.2,0,0.1,-0.2,-0.1,0,0,-0.1,-0.3,2.753116513,0.8,6.9,1.8,-0.1,4.245666667,-2.32626
"1994/7/1",9.9,0.122,1.306,0.9,5.8,1212.010988,0,0.2,2,0.5,0.6,0.2,0.7,0.7,0,0.500567419,0.2,7,7.9,0.4,4.256129032,2.57815
"1994/8/1",9.5,0.122,1.317,-0.2,-4.1,1416.433779,0.2,0,0.8,-0.5,-0.1,0,0.2,0.2,0,2.235957316,0.9,6.5,4,0.1,4.474516129,-1.17831
"1994/9/1",8.9,0.122,1.314,-0.3,-6.4,2153.529018,0.1,0.1,0.9,0,0.2,0.2,0.5,0.7,0.3,4.110154399,0.3,6.8,3.9,0.2,4.733666667,1.4978
"1994/10/1",8.4,0.122,1.346,0.5,-4.7,1656.824956,0.4,0.2,0.5,-0.5,-2,-0.1,1,1.3,0.8,5.597794277,0.8,7.1,4.4,0.2,4.76,3.29861
"1994/11/1",8,0.121,1.351,-0.5,-5.1,1765.004403,-0.2,0.3,1.2,0.5,0,0.1,-0.1,-0.2,-0.1,5.256407327,0.3,7,0.1,-0.3,5.294666667,2.7451
"1994/12/1",7.6,0.122,1.343,-0.6,-6.4,1417.391571,-0.1,0.3,0.5,0.4,0.7,0.1,0.4,0.5,0.4,3.254103961,0.3,7.2,4.9,1.5,5.453225806,0.30534
"1995/1/1",8.5,0.127,1.352,-0.6,11.8,1138.01266,0.1,0.2,-3.3,-0.2,-0.1,0.1,0.8,0.8,0.2,0.31299334,0.2,7.5,12.4,1.5,5.527419355,-0.54903
"1995/2/1",7.9,0.127,1.336,0.7,-6.5,1778.100148,-0.6,0.4,3.6,0.3,0.7,0.3,0.3,0.5,0.1,-0.18720717,0,7.8,4.3,0.7,5.915357143,-3.49822
"1995/3/1",7.8,0.127,1.323,-0.4,-2.4,1184.79916,-0.1,-0.2,0.4,0,-0.2,0.1,0.3,0.4,0.2,0.420971267,0.7,7.5,2,0.5,5.976451613,-4.14047
"1995/4/1",7.9,0.127,1.328,0.2,1.8,1145.823317,-0.5,0,0.9,-0.1,0,-0.1,0.5,0.6,-0.8,0.864388836,0.1,6.9,49.8,0,6.047333333,-1.67809
"1995/5/1",7.7,0.127,1.347,-0.3,-2.4,1608.734222,-0.1,0.2,0.1,-0.2,0.2,0.3,-0.1,-0.2,0.9,2.117200238,0.9,7.1,-49.2,0.5,6.009032258,-4.38702
"1995/6/1",8,0.127,1.349,0.3,4.7,1407.799262,-1,0.2,0.3,0,0.3,0.4,0.5,0.7,0.2,3.216172308,0.9,6.7,7.3,-0.1,6.001333333,-4.89001
"1995/7/1",8.8,0.127,1.315,1.2,11,1395.745535,0,-0.3,-1.8,0.1,-2.1,0,0.5,0.7,0.1,2.706711054,-0.1,7.1,9.8,0,5.851935484,0.54851
"1995/8/1",8.5,0.127,1.282,-0.4,-3.6,1439.578561,-0.3,0.4,0.9,-0.2,0.3,0.6,0.2,0.3,0,4.977544035,0.7,6.7,7.2,0,5.73516129,3.31909
"1995/9/1",8.4,0.127,1.253,0.3,-1.7,1368.813729,-0.1,0.2,0.2,0.6,0.2,0.3,0.4,0.6,0.2,3.86465553,0.3,6.8,6.9,0.7,5.804666667,-2.84987
"1995/10/1",8.1,0.126,1.245,0.3,-3.1,988.9026246,-0.3,-0.1,-0.5,-0.9,-0.2,-0.1,0.4,0.5,0,1.894196175,-0.1,7.1,5.2,-0.4,5.756129032,-2.10843
"1995/11/1",8.2,0.126,1.242,-0.4,0.7,1756.678123,-0.2,0.2,0,0.5,0,0.8,0.2,0.3,0.2,1.825585301,0.8,6.6,5.5,-0.2,5.803,-1.30435
"1995/12/1",7.9,0.126,1.227,-0.2,-4.2,1414.740304,-0.2,0.2,-0.2,0.1,-0.7,0.4,0.1,0.2,0.1,2.333892295,0.8,6.1,5.8,1.4,5.601935484,-2.40596
"1996/1/1",9,0.126,1.237,-0.7,14.2,2031.033546,0.1,0.1,0,1.4,-0.8,0.4,-0.4,0.1,0.1,1.378675358,-0.2,6.7,16.1,1,5.56483871,-2.36111
"1996/2/1",8.6,0.127,1.25,0.6,-4.2,1235.725785,0.1,0.1,-0.8,-0.3,0.2,0.2,1,1.4,0.7,5.036538382,0.9,6.7,11.4,0.8,5.224482759,0.64011
"1996/3/1",8.5,0.127,1.299,0.2,-1,1471.615809,0.2,0.2,-0.2,0.2,0.2,0,0.4,0.6,0.2,6.169676116,0.8,6.6,7,1.2,5.314193548,7.75972
"1996/4/1",8.3,0.127,1.437,-0.6,-3,1659.708564,0.3,0.1,-1.1,-0.1,0.5,0.1,0.3,0.4,-0.7,7.912541282,0.7,5.7,54.6,-0.4,5.223666667,3.94806
"1996/5/1",8.2,0.126,1.599,0.4,-0.1,1160.170167,0.4,0.3,0.6,0.2,0.9,0.3,0.5,0.7,1.2,6.983093506,0.3,6.7,-42.5,0,5.23516129,1.82965
"1996/6/1",8.1,0.092,1.547,-0.2,-1.5,1322.847799,0.4,0.1,-0.6,-0.1,0.2,-0.7,0.9,1.1,0.5,4.454681098,0.1,7.1,9.4,0.2,5.273333333,3.09789
"1996/7/1",8.9,0.126,1.491,1.8,11.1,1461.410976,0.1,0.1,-0.7,-0.1,-0.2,0.2,0,0,-0.4,1.923127015,0.4,6.7,3.9,0.2,5.396451613,-0.90144
"1996/8/1",8,0.126,1.389,-0.4,-9.9,1499.737468,0.1,0.2,0.9,0.3,0.2,-0.1,0.6,0.8,0.1,2.916903253,0.4,6.6,7.9,0.2,5.222903226,-2.94724
"1996/9/1",7.8,0.126,1.328,0.5,-2.5,1470.734994,0,0.3,0.5,0.3,0,0,0.6,0.8,0.1,4.646991268,0.4,6.7,8.1,-0.2,5.299,2.84929
"1996/10/1",7.6,0.126,1.273,0.1,-2.2,2295.044869,0.3,0.2,0.8,0.1,0,1.9,0.1,0.2,-0.1,5.136432602,0.6,6.4,4.4,0.2,5.238064516,-3.82746
"1996/11/1",7.6,0.126,1.213,0.1,-0.4,1240.871217,0.6,0.3,1.3,0.5,0.6,0.1,0.6,0.8,0.2,4.218742166,0.4,6.4,7.4,0.8,5.311,-3.75237
"1996/12/1",7.2,0.126,1.258,-0.4,-6,1366.955064,0.4,0,-1.3,-0.1,-0.3,0.2,0.6,0.8,0.3,1.131046113,0.5,6.4,7.7,0.2,5.294516129,-0.2691
"1997/1/1",8,0.126,1.307,-0.2,11.4,1570.807574,-0.1,0.3,0,0.2,1.2,0.4,0.1,0.4,0.2,0.565866276,0.6,6.2,24.2,2.8,5.254516129,2.98124
"1997/2/1",7.6,0.126,1.325,0.5,-5,1667.618573,-0.1,0.3,1.6,0.3,-0.3,-0.1,0.7,1,0.2,4.453607344,0.4,6.2,7.4,-1.4,5.185714286,-2.22393
"1997/3/1",7.3,0.126,1.388,0.7,-2.7,1406.228511,0.7,0.3,0.4,0.1,1,0.5,0.6,0.8,0.4,6.103198598,0.4,6.4,5.6,1.3,5.386129032,3.23529
"1997/4/1",6.8,0.127,1.446,-0.3,-6.9,2052.429533,0.9,0.3,0.2,0,0.2,0.6,0.2,0.3,0,7.967641197,0.1,6.5,2.2,0,5.507333333,3.10225
"1997/5/1",6.6,0.127,1.427,0.1,-2.6,2113.042577,1,0.1,0.6,0.1,0.1,0.2,0.4,0.5,0.3,6.621922339,0,6.8,5.1,0.3,5.504193548,-2.43783
"1997/6/1",7,0.127,1.392,0,5.5,1591.198038,0.8,0.3,-0.4,0,0.1,0.5,0.4,0.5,0.2,5.512122306,0.6,6.6,7.1,0,5.555666667,-3.19738
"1997/7/1",7.3,0.127,1.353,1.7,6,2105.681055,0.5,0.3,1.6,0.9,0.7,-1.4,0.4,0.5,0.3,5.065132263,1,6.1,8.8,0.1,5.521290323,-2.50325
"1997/8/1",7,0.127,1.444,0.2,-4,1755.251319,0.9,0.1,1.3,0.2,0.3,0.3,0.8,1.1,0.4,4.1297298,0.7,6,10.6,0.5,5.542258065,-0.23341
"1997/9/1",6.8,0.127,1.534,-0.1,-2.6,1904.464157,0.7,0.1,-0.2,0,-0.3,0,0.4,0.5,0.2,3.653732316,0.3,6.2,7.7,-0.2,5.540666667,-0.66845
"1997/10/1",6.3,0.127,1.503,-0.1,-6.8,2471.532838,1,0.3,-1,-0.1,0.3,0.3,0.7,0.8,0.4,3.001024621,0.6,6.2,8.2,0.2,5.496129032,-1.83042
"1997/11/1",6.1,0.127,1.449,0.2,-3.7,1673.796361,0.8,0.1,0.4,-0.2,0.3,0.2,1,1.2,0.5,3.359592483,0.4,6.4,11,-0.2,5.521666667,-1.22018
"1997/12/1",6,0.127,1.394,0.6,-0.3,1979.899986,1.4,0.3,0.7,0,0.2,0.2,0.3,0.5,0.5,3.619981717,0.5,6.4,7.5,1.1,5.50483871,-1.52672
"1998/1/1",6.7,0.127,1.306,-0.5,9.6,1330.540093,1.6,0.7,1.8,1.8,0.5,-0.2,0.2,0.9,0.8,4.320253164,0,7.4,10.2,0.9,5.557419355,-1.42354
"1998/2/1",6.4,0.116,1.189,0.8,-3,1204.714715,1.6,0.1,-0.2,0.1,0.7,0.1,0.6,0.7,0.6,4.358169101,0.6,7.4,9.7,0.4,5.505714286,0.69345
"1998/3/1",6.6,0.116,1.106,0.7,3.8,1652.034231,1.8,0.2,0.5,-0.2,-0.1,0.1,0.5,0.6,0.5,3.536327942,0.5,7.5,8.9,0.7,5.493548387,1.20696
"1998/4/1",6,0.116,1.165,-1,-9.7,2181.290046,0.7,0.1,1.5,-0.7,0.5,0.8,0.5,0.5,0.2,3.484493938,0.7,7.2,8.7,-0.3,5.445333333,0.17538
"1998/5/1",6.1,0.116,1.292,0.1,2,1679.536006,1,0.5,0.9,0.5,0.1,0.5,0.7,0.8,0.3,4.001080824,0.9,6.9,9.5,0.2,5.488709677,0.05602
"1998/6/1",6.6,0.116,1.272,0,7.7,2030.989333,1.2,0.3,1.5,-0.3,0.1,0.4,0.4,0.4,0.5,3.284842437,0.6,6.8,6,0.1,5.558666667,-2.05067
"1998/7/1",7.1,0.116,1.249,1.5,9.4,1645.771892,1.8,0,1,-0.2,0,0,0.5,0.5,0.1,4.280139614,0.3,6.9,5.1,0.4,5.535806452,-0.65023
"1998/8/1",6.9,0.116,1.225,-0.5,-2.9,2070.967162,1.3,0.3,0.4,-0.3,0.2,0.3,0.8,1,0.2,7.302675339,0.6,6.8,9.4,0,5.546774194,-0.42434
"1998/9/1",6.9,0.116,1.219,0.7,-0.4,1882.667088,1.4,0.1,0.1,-0.3,0.3,0.2,0.3,0.4,0.2,6.80309836,0.7,6.4,7,0.5,5.511666667,-2.88913
"1998/10/1",6.7,0.116,1.224,-0.4,-2.8,1684.862812,0.9,0.1,2.4,-0.1,1.5,0.2,0.5,0.6,0,7.167615565,0.6,6.2,7.8,-0.5,5.070967742,-0.18594
"1998/11/1",6.3,0.116,1.222,0.4,-5.7,2001.931512,0.6,0.3,1.2,-0.1,1,0.2,0.7,0.8,0.3,5.535208789,0.3,6.3,10.2,0,4.826,2.30999
"1998/12/1",6,0.116,1.233,-0.8,-6.1,1712.385687,0.6,0.1,0.5,-0.4,-0.4,0.1,0.4,0.4,0.1,4.222049442,0.9,5.8,7.2,0.8,4.683548387,-1.84996
"1999/1/1",6.5,0.116,1.23,-0.6,9,1946.647633,0.2,-0.1,0.8,-0.7,-0.9,0.3,0.8,0.9,0.5,3.404752222,0.1,6.4,-5.5,0.9,4.632580645,0.69754
"1999/2/1",6.3,0.116,1.223,0.4,-3,2279.159741,0.4,0.2,-0.2,0,0.4,0.4,0.7,0.8,0.3,3.425738251,0.4,6.3,8.8,-0.1,4.764642857,0.33161
"1999/3/1",5.9,0.116,1.273,0.1,-5.8,2250.81666,0.5,0,0.7,-0.1,0.2,0.1,0.1,0.1,0,2.790589021,0.6,6,4.2,0.5,4.809354839,3.41535
"1999/4/1",5.8,0.116,1.61,-0.6,-3.5,1512.829096,1.1,0.3,-0.6,0,-0.3,-0.4,0.3,0.3,-0.4,3.073040504,1.1,5,4.8,0.2,4.736333333,-1.76136
"1999/5/1",5.4,0.116,1.53,0.1,-6.7,2033.821331,0.8,0.1,0.6,-0.3,0.5,0.2,0.4,0.5,0.1,3.849211072,0.5,4.8,7,0,4.742258065,3.31116
"1999/6/1",5.9,0.116,1.394,0.3,9.7,2325.654119,0.6,0.1,0,-0.1,0.8,-0.4,0.1,0.1,0.3,4.002051994,0.5,4.7,6,0.2,4.764666667,5.6683
"1999/7/1",6.4,0.116,1.411,1.6,11.3,2273.949288,0.4,0.5,1.5,-0.1,-1.1,0.3,0.5,0.6,0.1,5.446305364,0.4,4.8,9.8,0.1,4.994193548,1.08609
"1999/8/1",6.1,0.116,1.502,-0.5,-5.5,1806.017014,0.4,-0.1,0.1,-0.5,0,-0.3,0.5,0.6,0.3,6.035040753,0.7,4.7,9.7,0.3,5.072258065,4.0684
"1999/9/1",6,0.116,1.443,0.5,-0.5,2206.732465,0.4,0,0.3,0.2,0.1,0.5,0.3,0.5,-0.2,7.063171219,0.9,4.1,8.5,0.1,5.224333333,-1.51086
"1999/10/1",5.8,0.116,1.396,0,-4.8,2053.65194,0.6,0.6,1.2,-0.1,-0.1,0.2,0.7,0.9,0.5,8.811475024,0.4,4.4,11.8,0.5,5.2,0.37712
"1999/11/1",5.6,0.116,1.38,0.3,-3.2,2194.951722,1.2,0.2,0.1,-0.2,0.1,0.5,0.7,1,0.6,5.443113503,0.6,4.6,11.5,-0.7,5.42,-1.45823
"1999/12/1",5.3,0.116,1.429,0.2,-5.2,2574.102806,1.3,0.2,0.4,-0.2,0.1,0.2,1.2,1.5,0.7,1.176271354,1.4,4.2,15,1.1,5.295806452,2.25525
"2000/1/1",5.8,0.116,1.389,-0.2,10.5,2458.738998,0.6,0.1,0,0.2,-0.4,0.1,1.4,2,0.6,-1.40970097,0,5,30.8,1.7,5.448387097,3.76643
"2000/2/1",5.7,0.116,1.468,0.6,-2,2147.813512,1,0.1,0.3,0,0.2,0.5,0.5,0.7,0.3,0.834098459,1.3,4.5,10.5,0.2,5.734827586,1.40073
"2000/3/1",5.5,0.116,1.78,-0.2,-2.8,3209.849388,1,0.1,0.4,-0.1,-0.1,0.2,0.3,0.3,0.2,7.86955645,0.9,4.3,9.4,0.5,5.853548387,-1.02102
"2000/4/1",5.2,0.116,1.78,0.1,-6.5,1763.556022,0.9,0.1,0.7,-0.2,-0.6,-0.1,0,0,0.4,10.90652833,-0.1,4.8,8,0.2,6.019666667,-1.06189
"2000/5/1",5.4,0.117,1.688,-0.4,4.1,2194.656502,0.6,0.2,0.2,-0.2,-0.1,0.2,-0.4,-0.6,0.3,6.843486137,0.5,4.8,1.5,5,6.268064516,4.44649
"2000/6/1",5.5,0.116,1.665,0.7,2.4,4199.42759,0.8,0.1,1.2,0.2,0.4,0.3,0.7,1,0.2,1.944997239,0.6,4.8,8,-2.6,6.528333333,-2.66588
"2000/7/1",6,0.116,1.731,0.2,9,2650.308771,0.5,0.3,-1.9,0.3,-0.1,0.5,1.2,1.4,0.4,-2.747574578,0.3,5.1,9.5,-0.6,6.544516129,-1.69522
"2000/8/1",5.9,0.116,1.659,0.1,-1.8,2267.578319,0.6,0.1,0.9,-0.5,-0.1,0.5,0.2,0.2,0.5,-1.126921994,0.5,5.2,1.1,0.6,6.496774194,-1.47284
"2000/9/1",5.4,0.116,1.803,0.2,-8.3,2117.548648,0.9,0.1,0.9,-0.1,0,0.4,0.5,0.5,0,3.369288983,1.3,4.5,4.5,0.6,6.517,-1.4388
"2000/10/1",5.1,0.116,1.817,0,-5.4,1539.522396,0.8,0,0.2,-0.8,-0.3,-0.3,0.3,0.2,0.2,4.083112778,0.1,4.8,2.7,-0.7,6.509354839,-1.47877
"2000/11/1",4.9,0.116,1.773,0.5,-2.4,2030.42715,1,0.2,0.9,-0.1,-0.2,0,0.1,-0.1,-0.1,2.41221739,0.2,4.7,3.9,-0.8,6.514333333,-0.64144
